input_smile,is_patented,patent_cid,similar_smile_patent
OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OC(F)(F)F)cc2)cn1,True,91886002.0,
OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,True,77050711.0,
OC(Cn1cnnn1)(c1cccc(F)c1F)C(F)(F)c1ncccc1-c1ccc(OC(F)(F)F)cc1,False,,
OCC(O)COc1cccc(Cl)c1,True,9845493.0,
OCC(O)COc1ccccc1Cl,True,14969.0,
OCCN1CCN(c2cc(-c3ccsc3)c3nc(-c4cccc(F)c4)cn3n2)CC1,False,,
OCCOc1ccc(Cl)cc1,True,177746031.0,
Oc1c(Cl)cc(Cl)c2cccnc12,True,2722.0,
Oc1c(I)cc(Cl)c2cccnc12,True,2788.0,
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,True,3037.0,
S=[Se],True,24087.0,
S=[Se]=S,True,24087.0,
[Ag],True,24470.0,
[N-]=[N+]=CC(=O)OCC(N)C(=O)O,True,460129.0,
[O-][n+]1ccccc1S,True,26041.0,
[O-][n+]1ccccc1SSc1cccc[n+]1[O-],True,3109.0,
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,True,2378.0,
c1ccc(-c2nc3ccccc3s2)c(OCCn2cc(COc3cccc4cccnc34)nn2)c1,False,,
c1ccc(Cc2nnc3ccncc3n2)cc1,True,41370.0,
c1ccc(OCC2=Nc3cnccc3NN2)cc1,True,516596.0,
